Track,Name,Theme,Type,Title,Paper,Slide,Video,Organization,Country
Research,,"User Modeling, Web and E-commerce",,Task Relation-aware Continual User Representation Learning,,,,,
Research,,"User Modeling, Web and E-commerce",,Learning-Based Ad Auction Design with Externalities: The Framework and a Matching-Based Approach,,,,,
Research,,Large Scale Data,,Locality Sensitive Hashing for Optimizing Subgraph Query Processing in Parallel Computing Systems,,,,,
Research,,Large Scale Data,,Efficient Single-Source SimRank Query by Path Aggregation,https://dl.acm.org/doi/pdf/10.1145/3580305.3599328,,https://www.youtube.com/watch?v=SqSopBxbrlg,,China
Research,,Large Scale Data,,DotHash: Estimating Set Similarity Metrics for Link Prediction and Document Deduplication,,,,,
Research,,Large Scale Data,,OPORP: One Permutation + One Random Projection,,,,,
Research,,Large Scale Data,,Efficient Distributed Approximate k-Nearest Neighbor Graph Construction by Multiway Random Division Forest,,,,,
Research,,Large Scale Data,,Learning Balanced Tree Indexes for Large-Scale Vector Retrieval,,,,,
Research,,Dynamic and Heterogenous Network,,Accelerating Dynamic Network Embedding with Billions of Parameter Updates to Milliseconds,,,,,
Research,,Dynamic and Heterogenous Network,,Fairness-Aware Continuous Predictions of Multiple Analytics Targets in Dynamic Networks,,,,,
Research,,Dynamic and Heterogenous Network,,DyTed: Disentangled Representation Learning for Discrete-Time Dynamic Graph,,,,,
Research,,Dynamic and Heterogenous Network,,Heterformer: Transformer-based Deep Node Representation Learning on Heterogeneous Text-Rich Networks,,,,,
Research,,Dynamic and Heterogenous Network,,Counterfactual Learning on Heterogeneous Graphs with Greedy Perturbation,,,,,
Research,,Dynamic and Heterogenous Network,,WinGNN: Dynamic Graph Neural Networks with Random Gradient Aggregation Window,,,,,
Research,,Patterns and Motifs,,EXTRACT and REFINE: Finding a Support Subgraph Set for Graph Representation,,,,,
Research,,Patterns and Motifs,,Parameter-free Spikelet: Discovering Different Length and Warped Time Series Motifs using an Adaptive Time Series Representation,,,,,
Research,,Patterns and Motifs,,Below the Surface: Summarizing Event Sequences with Generalized Sequential Patterns,,,,,
Research,,Patterns and Motifs,,Using Motif Transitions for Temporal Graph Generation,,,,,
Research,,Patterns and Motifs,,MimoSketch: A Framework to Mine Item Frequency on Multiple Nodes with Sketches,,,,,
Research,,Patterns and Motifs,,Generalized Matrix Local Low Rank Representation by Random Projection and Submatrix Propagation,,,,,
Research,,Geometric and Brain Data,,3D-Polishing for Triangular Mesh Compression of Point Cloud Data,,,,,
Research,,Geometric and Brain Data,,Domain-Guided Spatio-Temporal Self-Attention for Egocentric 3D Pose Estimation,,,,,
Research,,Geometric and Brain Data,,Interpretable Sparsification of Brain Graphs: Better Practices and Effective Designs for Graph Neural Networks,,,,,
Research,,Geometric and Brain Data,,"One-shot Joint Extraction, Registration and Segmentation of Neuroimaging Data",,,,,
Research,,Geometric and Brain Data,,MBrain: A Multi-Channel Self-Supervised Learning Framework for Brain Signals,,,,,
Research,,Robust ML I,,PAT: Geometry-Aware Hard-Label Black-Box Adversarial Attacks on Text,,,,,
Research,,Robust ML I,,Enhancing Node-Level Adversarial Defenses by Lipschitz Regularization of Graph Neural Networks,,,,,
Research,,Robust ML I,,Robustness Certification for Structured Prediction with General Inputs via Safe Region Modeling in the Semimetric Output Space,,,,,
Research,,Robust ML I,,Temporal Dynamics-Aware Adversarial Attacks on Discrete-Time Dynamic Graph Models,,,,,
Research,,Robust ML I,,Investigating Trojan Attacks on Pre-trained Language Model-powered Database Middleware,,,,,
Research,,Robust ML I,,A Unified Framework of Graph Information Bottleneck for Robustness and Membership Privacy,,,,,
Research,,KDD for Healthcare,,Granger Causal Chain Discovery for Sepsis-Associated Derangements via Continuous-Time Hawkes Processes,,,,,
Research,,KDD for Healthcare,,TWIN: Personalized Clinical Trial Digital Twin Generation,,,,,
Research,,KDD for Healthcare,,R-Mixup: Riemannian Mixup for Biological Networks,,,,,
Research,,KDD for Healthcare,,Web-Based Long-Term Spine Treatment Outcome Forecasting,,,,,
Research,,KDD for Healthcare,,FedPseudo: Privacy-Preserving Pseudo Value-Based Deep Learning Models for Federated Survival Analysis,,,,,
Research,,Urban Data I,,Robust Spatiotemporal Traffic Forecasting with Reinforced Dynamic Adversarial Training,,,,,
Research,,Urban Data I,,Pattern Expansion and Consolidation on Evolving Graphs for Continual Traffic Prediction,,,,,
Research,,Urban Data I,,TransformerLight: A Novel Sequence Modeling Based Traffic Signaling Mechanism via Gated Transformer,,,,,
Research,,Urban Data I,,Optimizing Traffic Control with Model-Based Learning: A Pessimistic Approach to Data-Efficient Policy Inference,,,,,
Research,,Urban Data I,,Mitigating Action Hysteresis in Traffic Signal Control with Traffic Predictive Reinforcement Learning,,,,,
Research,,Urban Data I,,Spatial Heterophily Aware Graph Neural Networks,,,,,
Research,,Multi-Task and Transfer Learning,,MAPLE: Semi-Supervised Learning with Multi-Alignment and Pseudo-Learning,,,,,
Research,,Multi-Task and Transfer Learning,,Leveraging Relational Graph Neural Network for Transductive Model Ensemble,,,,,
Research,,Multi-Task and Transfer Learning,,Automatic Temporal Relation in Multi-Task Learning,,,,,
Research,,Multi-Task and Transfer Learning,,When to Pre-Train Graph Neural Networks? From Data Generation Perspective!,,,,,
Research,,Multi-Task and Transfer Learning,,Boosting Multitask Learning on Graphs through Higher-Order Task Affinities,,,,,
Research,,Dynamic Process,,Graph Neural Processes for Spatio-Temporal Extrapolation,,,,,
Research,,Dynamic Process,,Reconstructing Graph Diffusion History from a Single Snapshot,,,,,
Research,,Dynamic Process,,Physics-Guided Discovery of Highly Nonlinear Parametric Partial Differential Equations,,,,,
Research,,Dynamic Process,,Learning to Schedule in Diffusion Probabilistic Models,,,,,
Research,,Dynamic Process,,Generalizing Graph ODE for Learning Complex System Dynamics across Environments,,,,,
Research,,Dynamic Process,,Deep Bayesian Active Learning for Accelerating Stochastic Simulation,,,,,
Research,,Privacy,Best Student Paper,Feature-based Learning for Diverse and Privacy-Preserving Counterfactual Explanations,,,,,
Research,,Privacy,,Communication Efficient and Differentially Private Logistic Regression under the Distributed Setting,,,,,
Research,,Privacy,,Unbiased Locally Private Estimator for Polynomials of Laplacian Variables,,,,,
Research,,Privacy,,Privacy Matters: Vertical Federated Linear Contextual Bandits for Privacy Protected Recommendation,https://dl.acm.org/doi/pdf/10.1145/3580305.3599475,,https://www.youtube.com/watch?v=2SQ3HPbmP5I,Tencent AI Lab,China
Research,,Privacy,,FedSkill: Privacy Preserved Interpretable Skill Learning via Imitation,,,,,
Research,,Graph Contrastive Learning,,B2-Sampling: Fusing Balanced and Biased Sampling for Graph Contrastive Learning,,,,,
Research,,Graph Contrastive Learning,,Similarity Preserving Adversarial Graph Contrastive Learning,,,,,
Research,,Graph Contrastive Learning,,HomoGCL: Rethinking Homophily in Graph Contrastive Learning,,,,,
Research,,Graph Contrastive Learning,,Contrastive Cross-scale Graph Knowledge Synergy,,,,,
Research,,Graph Contrastive Learning,,Graph Contrastive Learning with Generative Adversarial Network,,,,,
Research,,Graph Contrastive Learning,,"BatchSampler: Sampling Mini-Batches for Contrastive Learning in Vision, Language, and Graphs",,,,,
Research,,Robust ML II,,How does the Memorization of Neural Networks Impact Adversarial Robust Models?,,,,,
Research,,Robust ML II,,Enhance Diffusion to Improve Robust Generalization,,,,,
Research,,Robust ML II,,Generative Perturbation Analysis for Probabilistic Black-Box Anomaly Attribution,,,,,
Research,,Robust ML II,,Doubly Robust AUC Optimization against Noisy and Adversarial Samples,,,,,
Research,,Robust ML II,,Robust Positive-Unlabeled Learning via Noise Negative Sample Self-Correction,,,,,
Research,,Robust ML II,,Self-Adaptive Perturbation Radii for Adversarial Training,,,,,
Research,,KDD for Science and Education,,Learning Behavior-Oriented Knowledge Tracing,,,,,
Research,,KDD for Science and Education,,IDToolkit: A Toolkit for Benchmarking and Developing Inverse Design Algorithms in Nanophotonics,,,,,
Research,,KDD for Science and Education,,GMOCAT: A Graph-Enhanced Multi-Objective Method for Computerized Adaptive Testing,,,,,
Research,,KDD for Science and Education,,Semi-Supervised Graph Imbalanced Regression,,,,,
Research,,KDD for Science and Education,,Weakly Supervised Multi-Label Classification of Full-Text Scientific Papers,,,,,
Research,,KDD for Science and Education,,Meta Multi-Agent Exercise Recommendation: A Game Application Perspective,https://dl.acm.org/doi/pdf/10.1145/3580305.3599429,,https://www.youtube.com/watch?v=Z4OWDeW5u2A,,China
Research,,Urban Data II,,LightPath: Lightweight and Scalable Path Representation Learning,,,,,
Research,,Urban Data II,,Urban Region Representation Learning with OpenStreetMap Building Footprints,,,,,
Research,,Urban Data II,,Multi-Temporal Relationship Inference in Urban Areas,,,,,
Research,,Urban Data II,,A Study of Situational Reasoning for Traffic Understanding,,,,,
Research,,Urban Data II,,Frigate: Frugal Spatio-temporal Forecasting on Road Networks,,,,,
